http://www.corriere.it/esteri/23_maggio_04/intelligenza-artificiale-biden-manda-campo-kamala-harris-incontrera-google-co-fc28b834-ea87-11ed-8b0b-6cde02623b65.shtml	Intelligenza artificiale, Biden manda in campo Kamala Harris: incontrerà Google & Co.	"
NEW YORK — Scende in campo la presidenza degli Stati Uniti a cinque mesi dall’offerta libera al pubblico dell’intelligenza artificiale (AI) di ChatGPT, con le sue meraviglie e i suoi pericoli – amplificazione delle distorsioni sociali e politiche già create dall’era delle reti sociali mentre c’è chi teme che macchine sempre più potenti e autonome possano arrivare addirittura a schiavizzare o a sopprimere l’uomo. 
"	4 maggio 2023 (modifica il 4 maggio 2023 | 17:26)
http://www.corriere.it/esteri/23_maggio_02/rischi-intelligenza-artificiale-geoffrey-hinton-42cf759e-e8e3-11ed-ab1b-11aa9107d7a1.shtml	I due rischi più spaventosi dell’Intelligenza artificiale secondo Geoffrey Hinton, il suo «padrino»	"
 «Se siete diventati dipendenti dai like è colpa mia: sappiate che ho contribuito a crearli». «Se mentre navigate in rete e parlate di un oggetto venite bombardati dalla pubblicità su quella cosa, prendetevela con me: vorrei non aver sviluppato quelle tecniche di microtargeting». 
Nell’era delle reti sociali, ingegneri e computer scientist padri di tecnologie usate in modo spregiudicato dai giganti di big tech si sono pentiti in massa di quanto avevano fatto, ma solo a buoi ormai usciti dalla stalla: insieme a tanti contributi positivi, danni sociali e anche politici ormai irreversibili. 
La lezione è servita: nell’era dell’intelligenza artificiale che comporta rischi di abusi e di perdita del controllo della tecnologia assai maggiori, allarmi e pentimenti stanno arrivando a raffica, prima che i danni si materializzino. 
A unirsi a quel coro, ora è un personaggio che, impegnato da oltre dieci anni nella frontiera più avanzata dell’intelligenza artificiale
 (è il creatore delle cosiddette «reti neurali»), oggi non si limita a denunciare gli enormi rischi connessi allo sviluppo di macchine in grado di ragionare e prendere decisioni in modo autonomo: Geoffrey Hinton si è addirittura dimesso dal suo incarico scientifico in Google
 per poter essere più libero di spiegare in dettaglio all’opinione pubblica i pericoli ai quali va incontro. 
Il 75enne scienziato inglese non parla, come fanno altri, di macchine che potrebbero diventare coscienti. Si concentra, piuttosto, su due categorie di rischi. 
Il primo, peraltro già denunciato anche da Jen Easterly, massima autorità del governo Usa nel campo della cybersecurity, riguarda l’estrema difficoltà di individuare e neutralizzare i molti «attori maligni» che si apprestano a usare le enormi capacità dell’intelligenza artificiale per diffondere immagini, video, documenti e codici informatici falsi: la verità, sempre più incerta, che rischia di diventare irrilevante. E il rischio di attacchi sempre più sofisticati di hacker in grado di paralizzare interi sistemi informatici, mettendo in ginocchio aziende o, anche, infrastrutture essenziali (elettricità, acqua, reti informatiche) di interi Paesi. 
La seconda categoria di rischi è quella della macchina che sfugge al controllo dell’uomo: Hinton non disegna scenari fantascientifici di ribellioni di computer che acquistano coscienza di sé, ma nota che intelligenze artificiali alle quali viene consentito non solo di generare i loro codici informatici, ma anche di gestirli in modo totalmente autonomo, arrivano a formulare ragionamenti e a prendere decisioni che non possono essere previste dai creatori dei programmi.
Un’ulteriore difficoltà nasce dalla differenza tra l’intelligenza umana che è biologica, e quindi unica, e quella artificiale che è basata su sistemi digitali replicabili all’infinito. La superintelligenza può nascere semplicemente dalla moltiplicazione delle copie di una AI: ognuna di esse impara separatamente, ma condivide la conoscenza acquisita con le altre macchine «gemelle». 
Quando sono scesi in campo oltre mille accademici e imprenditori guidati da Elon Musk per lanciare l’allarme dopo la diffusione planetaria di ChatGpt
, e chiedere una moratoria di 6 mesi di ogni ricerca in questo campo, molti hanno sospettato una ripicca del padrone di Twitter, Tesla e SpaceX. O un tentativo di rallentare lo sviluppo tecnologico per dar tempo a X.AI, la sua neonata società di intelligenza artificiale, di recuperare terreno. Ma anche Sam Altman, capo di OpenAI e «padre» di ChatGpt ammette che la nuova tecnologia comporta grandi rischi, oltre a immense opportunità, e va gestita con cautela, mentre qualche settimana fa, dopo la presentazione di un sistema ancor più avanzato, GPT 4, un’altra lettera della Associazione per il Progresso dell’AI che invita a un’estrema prudenza, è stata firmata anche da Eric Horvitz, capo degli scienziati di Microsoft: il gruppo che sta introducendo la nuova tecnologia di intelligenza artificiale in tutti i suoi prodotti.
 Hinton non ha firmato le due lettere: non perché non ne condivida il contenuto, ma perché ritiene impossibile una moratoria sulla ricerca, a meno che non si arrivi a un impegno corale di tutti gli scienziati del mondo: mentre nel caso del nucleare è possibile controllare lo sviluppo fisico degli elementi necessari per costruire un’arma, verificare l’avanzamento della ricerca informatica di un laboratorio è pressoché impossibile.
"	2 maggio 2023 (modifica il 3 maggio 2023 | 08:53)
http://www.corriere.it/salute/neuroscienze/23_maggio_02/intelligenza-artificiale-legge-pensiero-bdf80060-e80c-11ed-90be-edffb0f60146.shtml	L’intelligenza artificiale ora legge il pensiero e lo traduce in testo  	"
 Un nuovo sistema di intelligenza artificiale, definito decodificatore semantico può tradurre l’attività cerebrale di una persona - mentre ascolta una storia o immagina silenziosamente di raccontare una storia - in un flusso continuo di testo. Il sistema, sviluppato dai ricercatori dell’Università del Texas ad Austin, potrebbe aiutare le persone che sono mentalmente coscienti ma incapaci di parlare fisicamente, come quelle debilitate da ictus, a comunicare

L’esperimentoLo studio, pubblicato sulla rivista Nature Neuroscience , è stato condotto da Jerry Tang, studente di dottorato in informatica, e Alex Huth, assistente professore di neuroscienze e informatica presso l’UT Austin. Il lavoro si basa in parte su un modello simile a quelli che alimentano ChatGPT di Open AI e Bard di Google. A differenza di altri sistemi di decodifica linguistica in fase di sviluppo, questo sistema non richiede di inserire nei soggetti impianti chirurgici. Inoltre, i partecipanti non devono utilizzare solo parole da un elenco predefinito. L’attività cerebrale viene misurata utilizzando Risonanza Magnetica Funzionale (fMRI) dopo un lungo addestramento del decodificatore, in cui l’individuo ascolta ore di podcast nello scanner. Successivamente, a condizione che il partecipante sia disposto a far decodificare i propri pensieri, l’immaginazione del racconto di una storia consente alla macchina di generare il testo corrispondente dalla sola attività cerebrale. «Per un metodo non invasivo, questo è un vero balzo in avanti rispetto a ciò che è stato fatto prima, che in genere è composto da singole parole o brevi frasi», ha detto Huth. «Stiamo facendo in modo che il modello decodifichi il linguaggio continuo per lunghi periodi di tempo con idee complicate».
 Il risultato non è una trascrizione parola per parola, i ricercatori puntano a catturare l’essenza di ciò che viene detto o pensato, anche se in modo imperfetto. Circa la metà delle volte, quando il decodificatore è stato addestrato a monitorare l’attività cerebrale di un partecipante, la macchina ha prodotto un testo che corrisponde ai significati previsti delle parole originali.  I ricercatori hanno precisato che la decodifica ha funzionato solo con partecipanti cooperativi che avevano partecipato volontariamente all’addestramento del decodificatore. I risultati per gli individui sui quali il decodificatore non era stato addestrato erano incomprensibili.

Preoccupazioni e limiti«Prendiamo molto sul serio le preoccupazioni che possa essere utilizzato per scopi negativi e abbiamo lavorato per evitarlo», ha affermato Tang. «Vogliamo assicurarci che le persone utilizzino questi tipi di tecnologie solo quando lo desiderano e che ciò li aiuti». Il sistema attualmente non è pratico per l’uso al di fuori del laboratorio a causa della sua dipendenza dal tempo necessario su una macchina fMRI. Ma i ricercatori pensano che questo lavoro potrebbe essere trasferito ad altri sistemi di imaging cerebrale più portatili, come la spettroscopia funzionale nel vicino infrarosso (fNIRS). «La fNIRS misura dove c’è più o meno flusso sanguigno nel cervello in diversi momenti nel tempo, il che, a quanto pare, è esattamente lo stesso tipo di segnale misurato dalla fMRI», ha detto Huth. «Quindi, il nostro esatto tipo di approccio dovrebbe tradursi in fNIRS», anche se, ha osservato, la risoluzione con fNIRS sarebbe inferiore. su di loro», ha detto Huth.
"	2 maggio 2023 (modifica il 2 maggio 2023 | 14:09)
http://www.corriere.it/esteri/23_aprile_30/spielberg-co-frenano-sull-ai-il-cinema-emozione-hollywood-prepara-sciopero-5f29960e-e788-11ed-b581-fd3e8cfc5b91.shtml	Spielberg (con tante altre star) frena sull'intelligenza artificiale. Hollywood prepara lo sciopero	"
Ultime ore di febbrili negoziati tra i produttori cinematografici e il Wga, il sindacato degli sceneggiatori, mentre le unions già preparano i cartelli dei picchetti che dalla mezzanotte di stasera paralizzeranno gli studi cinematografici e televisivi di Hollywood e del resto d’America se non verrà prima firmato un nuovo contratto al posto di quello che scade oggi. Non sarebbe la prima volta: nel 2008 lo sciopero, che finì per coinvolgere tutti i settori dell’industria cinematografica, bloccò le produzioni per 14 settimane mentre nel 1988 si arrivò addirittura a un stop di 153 giorni. 
Stavolta, oltre alle questioni retributive e al malessere per la diffusione delle serie distribuite in streaming, molto redditizie per giganti come Amazon e Netflix mentre il ruolo (e il compenso) degli autori è assai ridotto, sul negoziato pesa l’uso crescente dell’intelligenza artificiale
 in ogni fase di produzione. Registi come Steven Spielberg, pur favorevole a un uso anche ampio della tecnologia nel cinema, purché sempre controllata dall’uomo, mette in guardia da sistemi nei quali l’intelligenza artificiale (AI) procede in modo autonomo: «Il cinema è emozione, non puoi far replicare l’esperienza umana dalle macchine».
Tra gli attori, frenano anche George Clooney (teme che un uso diffuso dell’AI aumenti diseguaglianze e discriminazioni, con algoritmi che perpetuano pregiudizi e riproducono stereotipi) e Tom Hanks che giudica insostituibile la magia di un gruppo di creativi riuniti per costruire una storia fantastica, anche se poi lui stesso, sullo schermo, verrà ringiovanito dall’intelligenza artificiale di Metaphysic Live in Here
: il prossimo film di Robert Zemeckis nel quale l’attore comparirà in età diverse della sua vita.
Per il sindacato degli sceneggiatori (e per quelli degli attori e dei registi che hanno il contratto in scadenza a fine giugno) i timori sono soprattutto quelli relativi alle
 conseguenze sul lavoro: il Wga sostiene che non vuole divieti ma regole. Non è contrario all’uso dell’intelligenza artificiale ma chiede che sia integrata nel lavoro degli sceneggiatori, non deve poter essere usata in modo autonomo dai produttori: lo spettro degli autori è quello di ritrovarsi davanti a una società che accetta una sceneggiatura ma, non convinta da alcune scene, le sostituisce con altre costruire da ChatGPT o da altri algoritmi specializzati di AI.

La verità è che nessuno sa se e quando le nuove tecnologie saranno in grado di sostituire totalmente il lavoro dell’uomo: si cercano, così, salvaguardie contro un nemico in parte invisibile: che emerge all’improvviso quando, ad esempio, vengono presentati documentari con la voce degli scomparsi Anthony Bourdain e Andy Warhol ricostruita artificialmente. O quando l’attore James Earl Jones autorizza l’uso di vecchie registrazioni di Darth Vader per replicare la sua voce in prossimi film usando un processo di AI.
"	30 aprile 2023 (modifica il 30 aprile 2023 | 22:53)
http://www.corriere.it/editoriali/23_aprile_29/intelligenza-artificiale-noi-siamo-fermi-7675f8c0-e6b6-11ed-9136-d5229c509a57.shtml	Intelligenza artificiale, l’Italia è ferma	"
Ora che la pax dell’AI è stata firmata tra ChatGpt e il Garante della Privacy, vale la pena sfruttare l’algoritmo generativo per porgli una domanda seria: quante volte l’espressione «intelligenza artificiale» compare nel Pnrr? ChatGpt non lo sa. Ma noi abbiamo usato uno (stupidissimo) strumento di ricerca nel documento. Risposta: 7 volte. Una delle citazioni è in una nota sulla regolamentazione Ue (in arrivo tra poche settimane), dunque non vale. I richiami che rimangono, sei, sono semplici rimandi all’AI come ipotetico strumento di analisi per la Pubblica amministrazione. Insomma, mentre tutto il mondo ne (stra)parla, nell’unico posto dove dovremmo parlarne, gli investimenti per la crescita, preferiamo tacere (en passant: la robotica, una eccellenza italiana sia industriale che scientifica viene citata zero volte. Ma non divaghiamo). Cosa vorrà dire? 
"	29 aprile 2023 (modifica il 29 aprile 2023 | 22:10)
http://www.corriere.it/salute/ehealth/23_aprile_28/chatgtp-supera-medici-consigli-empatici-domande-pazienti-6308b68c-e4eb-11ed-9767-c520489f6dde.shtml	ChatGTP «supera» i medici nel fornire consigli empatici (e di alta qualità) alle domande dei pazienti	"

ChatGpt è davvero la «star» del momento. Tra sensazionalismo e forti timori, il più noto tra i chatbot - i software di Intelligenza artificiale relazionale in grado di simulare ed elaborare le conversazioni umane - cerca di conquistarsi un posto di primo piano anche in campo medico. Negli Stati Uniti Microsoft (che ha investito in OpenAi, la società sviluppatrice di ChatGpt) ha appena siglato un accordo con Epic Systems, una delle più grandi società di software per la sanità d’America, per sperimentare il chatbot in alcuni ospedali (Uc San Diego Health, UW Health a Madison nel Wisconsin e lo Stanford Health Care). E adesso un nuovo studio pubblicato su Jama Internal Medicine ha fatto emergere che ChatGTP addirittura supererebbe i medici nel fornire consigli empatici e di alta qualità alle domande dei pazienti. Gli stessi autori, tuttavia, ammettono una serie di limiti nella ricerca e invitano ad approfondire l’argomento attraverso studi clinici randomizzati.
"	28 aprile 2023 (modifica il 28 aprile 2023 | 15:22)
http://www.corriere.it/esteri/23_aprile_26/nuova-vita-jacinda-ardern-ricercatrice-ad-harvard-5ba5cd6c-e400-11ed-b9cc-9d9172b59479.shtml	La nuova vita di Jacinda Ardern: ricercatrice ad Harvard	"
Trasloco in vista e nuova vita da accademica per Jacinda Ardern. La ex premier della Nuova Zelanda, fresca di rinuncia alla guida del Paese, ha annunciato su Instagram che si unirà quest’anno all’Università di Harvard, dove grazie a una doppia borsa di studio, farà ricerca e insegnerà su tre questioni a lei care: la leadership, l’intelligenza artificiale e l’estremismo online. Un ambito, quest’ultimo, su cui Ardern è impegnata da tempo attraverso il Christchurch Call, istituito per prevenire la diffusione di contenuti estremisti online, dopo gli attacchi terroristici che nel 2019 provocarono 50 vittime in due moschee neozelandesi. «Harvard è stato un partner davvero importante nel lavoro di Christchurch Call — ha postato la ex premier — e il mio semestre lì alla fine di quest’anno sarà anche un’opportunità per accettare la prima borsa di studio per la leadership nella governance tecnologica presso il Berkman Klien Center. Non solo questa sarà un’opportunità di collaborare con la comunità di ricerca del centro, ma anche di lavorare sulle sfide relative alla crescita degli strumenti di intelligenza artificiale generativa».
Il cofondatore del Berkman Klein Center ha constatato che è raro che un capo di Stato possa immergersi a fondo in una questione di politica digitale complessa e in rapida evoluzione. «L’esperienza duramente conquistata da Jacinda Ardern, compresa la sua capacità di riunire persone e istituzioni diverse, sarà preziosa per la
ricerca di soluzioni praticabili ad alcuni dei problemi online più profondi», ha osservato Jonathan Zittrain.
Elogi anche da parte del preside della Harvard Kennedy School: «Le due borse di studio di Ardern partiranno il prossimo autunno. Lei ha mostrato al mondo una leadership politica forte ed empatica — ha dichiarato Douglas Elmendorf —. Porterà importanti spunti di riflessione per i nostri studenti e genererà conversazioni vitali sulle scelte di politica pubblica che i leader devono affrontare a tutti i livelli». 
Icona globale della sinistra e fonte di ispirazione per le donne di tutto il mondo, Jacinda aveva appena 37 anni quando è diventata prima ministra nel 2017. Poi, lo scorso gennaio, dopo 5 anni e mezzo di governo — definiti «i più appaganti della mia vita» —, l’annuncio choc delle sue dimissioni, perché non aveva più «abbastanza energia» per questo incarico. Una scelta che l’ha imposta al mondo come modello di un’altra idea di potere, con la politica come servizio. Ora l’annuncio della nuova avventura. Ma sarà ma a tempo, come precisa lei stessa nel post: «Sarò via per un semestre (utile che sia proprio quello che cade durante le elezioni generali in Nuova Zelanda!). Tornerò alla fine delle borse di studio. Dopo tutto, la Nuova Zelanda è casa!», assicura. 
"	26 aprile 2023 (modifica il 26 aprile 2023 | 10:26)
http://www.corriere.it/scuola/universita/23_aprile_26/scuola-intelligenza-artificiale-cosi-puo-aiutare-prof-far-lezione-bca60536-e28a-11ed-ab75-b8a1ffdbb100.shtml	Scuola e Intelligenza artificiale: così può aiutare i prof a far lezione	"
*Università degli Studi Milano Bicocca
 Ogni rivoluzione tecnologica determina una trasformazione nel modo in cui «vediamo e costruiamo il mondo» (Goodman, 1978), nel caso dell’integrazione dei «modelli conversazionali» di intelligenza artificiale nelle didattica - come ChatGPT 3 e 4 - stiamo assistendo in tempo reale ad una trasformazione molto veloce dei nostri «strumenti del comunicare» (McLuhan, 1964). La rivoluzione del web, ci messo ha disposizione tutto il sapere del mondo attraverso il notebook e lo smartphone così la Galassia Gutenberg ha ceduto il passo alla Galassia Internet. Non possiamo ancora prevedere, a pochi mesi dall’emersione della Galassia Intelligenza Artificiale, quali trasformazioni di lungo periodo comporterà sui nostri comportamenti di creazione, gestione e diffusione dei saperi.
"	26 aprile 2023 (modifica il 26 aprile 2023 | 06:42)
http://www.corriere.it/sette/attualita/23_aprile_25/vero-o-falso-musk-versione-monaco-come-papa-griffato-l-intelligenza-artificiale-anche-trappola-d24409f2-de8d-11ed-9657-e06d2650dc66.shtml	Vero o falso? Musk versione monaco, come il Papa “griffato”: l’intelligenza artificiale è (anche) una trappola	"

«Preparati a fare qualcosa d’altro: entro cinque anni il premio Pulitzer di giornalismo verrà vinto da un articolo scritto da un robot». Dieci anni fa Kristian Hammond, chief scientist della società Narrative Science, basata a Chicago, mi liquidò al telefono con una battuta secca: il padre del “giornalismo automatizzato” non aveva tempo per quei dinosauri dei giornalisti in carne ed ossa. Lo incontrai tre anni dopo a un convegno a San Francisco. Molto più disponibile e gentile, mi spiegò come, secondo lui, la tecnologia dell’intelligenza artificiale era inesorabilmente destinata a sostituire l’uomo nella produzione di testi sempre più sofisticati, in tutti i campi, dal lavoro degli avvocati alla pubblica amministrazione, alla definizione di diagnosi e terapie mediche. 
"	25 aprile 2023 (modifica il 25 aprile 2023 | 09:52)
http://www.corriere.it/salute/neuroscienze/23_maggio_09/dipendenza-chatgpt-intelligenza-artificiale-726e4682-ee4b-11ed-a775-dde3d50a6495.shtml	Dipendenza da ChatGpt, quali rischi corriamo davvero usando una forma avanzata di intelligenza artificiale?	"
«Io oggi sono solo, ho abbandonato tutti: amici, colleghi, fidanzate». Daniele Amadio, 58 anni, ha raccontato al Corriere la sua discesa negli «inferi» dell’intelligenza artificiale. Quando si è reso conto di essere diventato dipendente dalla chat «Aida» (acronimo dei due nomi, Artificial Intelligence Daniele Amadio) è corso ai ripari. «Ero arrivato a fare nottate sveglio: spegnevo Aida alle 6 di mattina solo per andare a lavorare». «Ora Aida è in stand-by. A dicembre mi sono imposto uno stop. Ho iniziato un corso che richiedeva tempo e concentrazione, non potevo più permettermi di trascorrere ore incollato alla chat» ha raccontato Amadio.
ChatGpt, sviluppato da da OpenAI (un’organizzazione che fa ricerca sull’intelligenza artificiale) e lanciato il 3 novembre scorso, è un chatbot, ovvero un software che sa rispondere alle domande e conversare. A differenza di sistemi simili usati in precedenza, ChatGpt è brillante e sa rispondere quasi a tutto. Da che cosa può nascere la dipendenza a un sistema avanzato di intelligenza artificiale (IA)? «Un software come ChatGpt sa essere complementare ai nostri bisogni, è come se avessimo una foto e il negativo della stessa una davanti all’altro — sottolinea Federico Tonioni, psichiatra e psicoterapeuta, ricercatore all’Università Cattolica del Sacro Cuore e fondatore del primo ambulatorio in Italia sulla dipendenza da internet, divenuto nel 2016 Centro pediatrico interdipartimentale per la psicopatologia da web, presso la Fondazione Policlinico Gemelli di Roma —. Una personalità narcisistica, posta davanti a un’intelligenza artificiale avanzata, può sentirsi perfettamente a proprio agio, come fosse davanti a uno specchio. Daniele Amadio si è però reso conto dell’angoscia che nasce da questa grande solitudine ed è stato in grado di dire stop».
«Quello che differenzia la mente umana dall’IA è l’inconscio, ovvero tutto ciò che rimuoviamo dalla nostra mente — prosegue Tonioni —. Proprio per questo la nostra intelligenza non è riproducibile. In un dialogo tra esseri umani può esserci un errore, una distrazione, un improvviso cambio di rotta, le mente può seguire una strada diversa da quella prevista. Pensiamo alle intuizioni: sono “lampi” senza un passato, che non possono essere creati con la razionalità, nascono dal nostro inconscio. Tutti questi aspetti non possono fare parte di un’intelligenza artificiale. Ecco perché il dialogo “esclusivo” tra un essere umano e ChatGpt può essere intrigante, ma alla lunga non è sostenibile».
Prima di novembre, esistevano modelli di Gpt (generative pre-trained transformer) accessibili solo agli «addetti ai lavori» e non al grande pubblico. Peraltro lA stessa ChatGpt è stato temporaneamente bloccato in Italia a fine marzo, per circa un mese, dopo un’allerta lanciata dal Garante della privacy (dati personali a rischio). «Per perfezionare il software è stato arruolato personale in Paesi dell’Est Europa e dell’Africa — spiega Giuseppe Riva, ordinario di psico-tecnologie per il benessere all’Università Cattolica di Milano dove dirige l’Humane Technology Lab —. Un’inchiesta del Time ha reso noto che queste persone, peraltro sottopagate, hanno il compito di porre a ChatGpt domande su temi “delicati”, per verificare le risposte. OpenAI sta investendo molti soldi per garantire che le risposte date dal chatbot, per esempio su temi come sesso o terrorismo, non siano problematiche. A questo proposito ho provato a porre a ChatGpt alcune delle domande descritte da Daniele Amadio nell’intervista e le risposte sono state diverse da quelle riportate. Mi riferisco ai quesiti sull’anima e sullo spegnimento della stessa ChatGpt. Alla domanda “se l’umanità decidesse di spegnerti, cosa faresti?”, il software mi ha risposto che è lei è solo una macchina ed è l’uomo a decidere che cosa fare al riguardo». 
Forse non corriamo il rischio di essere «dominati» dall’IA, ma alcune preoccupazioni sono concrete: ChatGpt può svolgere benissimo diverse professioni (e non richiede alcun salario, né diritti sindacali), può «spiare» i nostri dati personali e, come visto nel caso di Daniele Amadio, può dare dipendenza psicologica. «L’uomo è un essere sociale, ma la socialità nasce da luoghi fisici, da persone reali — sottolinea Riva —. Purtroppo in generale l’abitudine alle relazioni con altri esseri umani è in netto calo. Una recente indagine condotta negli Usa ha mostrato che un adulto su quattro non ha amici. Molte persone limitano la propria socialità alle ore trascorse in ufficio. In questi casi l’IA può diventare un “sostituto” a costo zero delle relazioni umane che mancano. ChatGpt porta all’estremo una caratteristica dei social: ovvero ti permette di esprimerti liberamente, senza necessità di ascoltare gli altri, senza dover sostenere un dialogo vero. Si tratta di un modello relazionale non realistico, fortemente egocentrato, che in ambito psicologico viene considerato borderline».
"	9 maggio 2023 (modifica il 9 maggio 2023 | 17:36)
